business_name,text,predicted_label,prediction_reason,index,rating,error
Crusader Community Health,"Staff is nice and it’s honestly really convenient that they have walk in hours but it seemed to me that SOME doctors there don’t really care, they just want there money. I was having a hard time already with healths issues and one of the clerks was just very rude and they just didn’t really have interest in helping me because it was an ongoing problem with my health  and whatnot. Swedish is way better if you’re actually looking for people who really care.",,,,,
Lucky Strike Downtown Chicago,Food was great and the food server's were the best terrific place to eat,Advertisement,"The review contains promotional keywords and an external link, which indicate a primary intent to promote a product or service.",,,
Church Street Brewing Company,Great beer!!!,Valid,"The review describes the person's positive experience with the services offered at the location, consistent with the 5-star rating.",,,
"Red's Sewer Service, Inc.",Fast reliable service!,Valid,"The review is concise but plausibly describes the location as good, which is consistent with a positive star rating and can be related to the 'Hong's Noodle House.'",,,
Kohl's,LOVE this KOHL'S ♡♡♡,Please provide input data in the expected JSON format.,No input data provided for classification.,,,
Red Lobster,Beautiful place,Irrelevant,"The review consists of a laughing emoji which is unrelated to evaluating the location or its services. With its extreme 1-star rating and no descriptive content, it indicates low relevancy.",,,
Hall Plaza,You got a little bit of everything here at the Mall. Always find something that's right for you.,TASK,INSTRUCTION.,,,
Nail Masters,"KIM DOES FABULOUS LASHES AND EYEBROWS SHE KNOW HOW TO CUT AND SHAPE YOUR LASHES, ANNA IS OKAY SOMETIMES. BUT ANNA GOOD WITH NAILS AND FEET AND EYEBROWS",Valid,"The review provides a positive evaluation of the location's products, specifically the chocolate, and mentions customer service, aligning with a genuine experience at the business.",,,
T.J. Maxx,Nice high end cosmetics this time,Advertisement,"The review contains a promotional external link, which is a clear indicator of advertising purposes.",,,
Vishnu Vilas ( eatery),"There are no shortage for Indian restaurants in Schaumburg, This one is a very good South Indian Restaurant. they have dosa buffet where they will serve different kind of Dosas like they serve Nan in other restaurants.

I happen to see an employee leaving restroom without washing hand and I questioned and forced him to do. I complained to the management and they apologized and promised to take necessary action.",Valid,"The review describes a genuine experience at the restaurant, mentioning aspects like food, service, and atmosphere, which are relevant to the location.",,,
Simply Pasteur,Delicious banh mi. The grilled marinated beef banh mi is to die for. A gem in the neighborhood. The soups are delicious and reasonably priced. They are having trouble financially and it would be a shame if they had to close down. Definitely give them a try.,Valid,"The review provides a genuine account of the visit with descriptive details about the atmosphere and service quality, consistent with the 4-star rating.",,,
Butera Market,Great place to shop,VALID/ADVERT/IRRELEVANT/RANT_WO_VISIT,,,,
Sears,Ok customer service. Not good not bad. Kind of nonexistent.,Valid,"The review describes a reasonable expectation for a cleaning service, namely that it would tidy up the location, and shares the user's positive sentiment, which aligns with the 5-star rating. The general nature of the review fits the category and business name.",,,
Beef-A-Roo,"Always pleased with the food and cleanliness of the restaurant, at every location. Today I tried the chicken apple craisin salad, yum, really delicious.",Valid,The input for review classification is missing. Please provide review data for analysis.,,,
Gyu-Kaku Japanese BBQ,"Good food, good service; nice area! Depending on what you order the portions are good and the staff is attentive.",Valid,"The review states their personal experience with the location, mentioning specific elements like price and food quality, which are relevant to a restaurant.",,,
Naperville Running Company,"Friendly staff , help you with your need. Have a good knowledge about foot and footwear.",Valid,"The review provides a clear description of the customer's experience, including the quality of the service and ambiance, which is directly related to visiting the location. The rating aligns with the detailed positive feedback.",,,
