business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
Lowe's Home Improvement,"Couldn't find any one to wait on me in electrical department,called over pa no response. .",Valid,"The review describes a genuine experience at Lowe's Home Improvement, specifically about poor customer service in the electrical department. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the store's operations.",,,,Lowe's Home Improvement,"Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Building materials supplier', 'Flooring store', 'Furniture store', 'Grill store', 'Hardware store', 'Lawn equipment rental service', 'Outdoor furniture store', 'Rug store']"
Pizza Hut,Very good place to eat!!! Great service and staff!!!,Valid,"The review provides a genuine positive experience about the restaurant, praising the food quality, service, and staff. The 5-star rating is consistent with the enthusiastic positive text, and the content is directly relevant to Pizza Hut as a restaurant.",,,,Pizza Hut,Family-friendly chain known for its made-to-order pizzas.,"['Pizza delivery', 'Chicken wings restaurant', 'Takeout Restaurant', 'Pizza restaurant']"
Ross Dress for Less,It was GOOD!,Valid,"The review expresses a positive opinion about the shopping experience with a 4-star rating that matches the enthusiastic text. Although brief, the comment 'It was GOOD!' is relevant to the retail clothing store and describes a genuine experience.",,,,Ross Dress for Less,,"['Clothing store', 'Department store', ""Men's clothing store"", 'Shoe store', ""Women's clothing store""]"
Royal Waffle King,For a place with waffle in the name they sure dont know how to make one.,Valid,"The review provides a genuine negative experience about the waffles at a breakfast restaurant called 'Royal Waffle King'. The criticism is directly relevant to the business name and category, and the 1-star rating aligns with the disappointed tone about their core product.",,,,Royal Waffle King,Local chain serving breakfast & Southern diner fare 24 hours a day in an old-school setting.,['Breakfast restaurant']
Walmart Supercenter,"Got what I needed thanks to my daughter. They need to get more motorized carts. You can never find one, and when you're handicapped and can't walk the store if makes it near impossible to shop. I had to ask my daughter to do my shopping for me.",Valid,"The review describes a genuine shopping experience at Walmart, providing specific feedback about the lack of motorized carts for handicapped customers. The 2-star rating is consistent with the negative experience described, and the content is directly relevant to the store's accessibility and services.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Northern Kentucky Beacon | Beacon Orthopaedics & Sports Medicine,"Great experience at PT with an awesome trainer Lauren, she's the best!!!
After several months I can safely say the entire Physical Therapy staff is hands down the greatest ever! Well, except for Andy, I don't trust him. ;)",Valid,"The review describes a genuine experience with physical therapy services at the location, mentioning specific staff members and praising the PT team. The content is directly relevant to the business category (Physical therapy clinic) and the 5-star rating aligns with the positive feedback about the service.",,,,Northern Kentucky Beacon | Beacon Orthopaedics & Sports Medicine,,"['Physical therapy clinic', 'Orthopedic surgeon', 'Sports medicine clinic']"
Gourmet Chili,Love the burgers,Irrelevant,The review mentions 'burgers' but the business is a Greek restaurant specializing in chili bowls and Greek cuisine. The review content does not match the business description or category.,,,,Gourmet Chili,"Old-school diner serving up a variety of chili bowls & familiar Greek eats, plus breakfast all day.",['Greek restaurant']
AutoZone Auto Parts,Best parts place in town. Jimmy and Chris do a great job.,Valid,"The review describes a genuine experience at an auto parts store, praising the quality of parts and specifically mentioning staff members by name. The 5-star rating is consistent with the positive text about the business.",,,,AutoZone Auto Parts,,"['Auto parts store', 'Car accessories store', 'Car battery store', 'Tool rental service']"
Lowe's Home Improvement,Most of the time have to go to another store because they don't have what you need. Prices have gone up so high now that customers go elsewhere. Merchandise is almost always priced wrong or located in wrong place. If workers can't tell you the correct price how is the customer suppose to know. It be marked one price but ring up higher. Price signs say one thing but checkout says something totally different and the cashier call for dept manager who actually reads the price sign different from what the employee says. The store has it's favorite and not all prices are for everyone.,Valid,"The review describes genuine experiences with the store's inventory, pricing issues, and customer service problems. The content is directly relevant to Lowe's Home Improvement as a home improvement store, and the 3-star rating is consistent with the mixed but legitimate complaints about shopping experiences at this location.",,,,Lowe's Home Improvement,"Home-improvement chain for appliances, gardening supplies, tools & more (some offer truck rentals).","['Home improvement store', 'Appliance store', 'Building materials supplier', 'Flooring store', 'Furniture store', 'Grill store', 'Hardware store', 'Lawn equipment rental service', 'Outdoor furniture store', 'Rug store']"
Rough River Dam Resort State Park,Nice place to boat and swim!,Valid,"The review describes a genuine experience at the resort state park, mentioning boating and swimming activities that are relevant to this lakefront location. The 5-star rating is consistent with the positive feedback about the recreational activities offered at the park.",,,,Rough River Dam Resort State Park,"Wood-paneled rooms & cottages in a cozy lakefront lodging offering hiking, fishing & an eatery.","['Resort hotel', 'Conference center', 'Cottage', 'Hiking area', 'Lodge', 'Marina', 'Restaurant', 'State park', 'Wedding venue']"
Camping World of Georgetown,"Terrance you are awesome!!! Thank you so much for helping my husband and I
Merry Christmas",Valid,"The review expresses genuine gratitude to a specific staff member (Terrance) for helping the customers, which is relevant to the customer service experience at this RV dealer/repair shop. The 5-star rating is consistent with the positive sentiment.",,,,Camping World of Georgetown,"Chain operation for accessories & repair services, plus other camping equipment.","['RV dealer', 'RV repair shop', 'RV supply store']"
Nordstrom Rack,"(Translated by Google) Quality products and prices according to brands and product quality, that depends on what you are looking for

(Original)
Productos de calidad y precios de acuerdo a marcas y calidad del producto, eso depende de que andes buscando",Valid,"The review provides a genuine assessment of the store's products and pricing, which is directly relevant to Nordstrom Rack as a department/outlet store. The 3-star rating aligns with the balanced commentary about quality and prices varying by brand.",,,,Nordstrom Rack,,"['Department store', ""Children's clothing store"", 'Clothing store', 'Cosmetics store', ""Men's clothing store"", 'Outlet store', 'Shoe store', ""Women's clothing store""]"
Grayson Landing Restaurant,"Very average, definately won't return",Valid,"The review expresses a genuine negative experience about the restaurant being 'very average' and states they won't return. The 1-star rating is consistent with the negative sentiment, and the content is directly relevant to the American restaurant.",,,,Grayson Landing Restaurant,,['American restaurant']
