business_name,text,predicted_label,prediction_reason,name,description,category
Taco Bell,One of the few fast food places my husband can eat.,Valid,"The review describes a genuine experience related to the restaurant, mentioning that it's one of the few fast food places suitable for the reviewer's husband. This is relevant to Taco Bell as a fast food restaurant and provides useful information about dietary accommodations.",Taco Bell,"Fast-food chain serving Mexican-inspired fare such as tacos, quesadillas & nachos.","['Fast food restaurant', 'Breakfast restaurant', 'Burrito restaurant', 'Lunch restaurant', 'Takeout restaurant', 'Mexican restaurant', 'Restaurant', 'Taco restaurant', 'Tex-Mex restaurant', 'Vegetarian restaurant']"
Black Gold Top Soil & Landscaping Products,Nice people to work with 👍,Valid,"The review provides a genuine assessment of the business interaction ('Nice people to work with'), which is relevant to a landscaping supply store where customer service matters. The 5-star rating aligns with the positive comment about the staff.",Black Gold Top Soil & Landscaping Products,,['Landscaping supply store']
Murdoch's Ranch & Home Supply,Excellent help!,Valid,The review expresses a positive experience with the service at the ranch supply store. The 5-star rating is consistent with the positive text 'Excellent help!' which relates to the customer service experience at the business.,Murdoch's Ranch & Home Supply,"Ranch supply store for animal feed & tack, tools, clothing & shoes, hardware, fencing & garden gear.","['Department store', 'Clothing store', 'Hardware store', 'Western apparel store']"
Entertainer Cinema,"Great seats, sound system.",Valid,"The review describes relevant aspects of a movie theater experience (seats and sound system) with a 5-star rating that matches the positive sentiment, making it a genuine review of the cinema.",Entertainer Cinema,,['Movie theater']
Boothill Inn & Suites,Nice place clean rooms ... great continental breakfast....,Valid,"The review provides a genuine assessment of the hotel experience, mentioning clean rooms and continental breakfast which are relevant to the hotel's services. The 4-star rating is consistent with the positive feedback about the accommodation and amenities.",Boothill Inn & Suites,"Low-key hotel offering a gym, indoor pool & hot tub, plus free hot breakfast & an airport shuttle.","['Hotel', 'Extended stay hotel']"
Corwin Motors Of Kalispell,"I had my new motor for my truck put in there, the staff there are Awesome! I worked with Jared Taylor he is the best!",Valid,"The review describes a genuine service experience at the dealership, mentioning specific work done (motor installation), positive staff interaction, and naming a specific employee (Jared Taylor). The 5-star rating is consistent with the positive feedback about the service quality.",Corwin Motors Of Kalispell,,"['Cadillac dealer', 'Buick dealer', 'GMC dealer']"
Fiesta En Jalisco | Mexican,"Awesome staff and service here! Great food, drinks, and atmosphere. Great location to kick of the night close to all the best downtown establishments! Highly recommend!",Valid,"The review provides a genuine experience at the Mexican restaurant, praising staff, service, food, drinks, and atmosphere. The 5-star rating is consistent with the positive feedback, and the content is directly relevant to the restaurant's offerings and location.",Fiesta En Jalisco | Mexican,"Local chain serving traditional Mexican dishes & cocktails in a casual, colorful setting.",['Mexican restaurant']
Fiesta Mexicana,Divvy,Irrelevant,"The review text 'Divvy' is a single word that has no clear relationship to the Mexican restaurant, its food, service, or dining experience. Despite the 4-star rating, this extremely short text appears unrelated to the business category and name.",Fiesta Mexicana,,"['Mexican restaurant', 'Bar', 'Restaurant']"
Five Guys,Great Lucas. Great for us. Free peanuts while you wait.  Try their milkshakes. One of The mixins is bacon!,Valid,"The review describes genuine experiences at Five Guys, mentioning specific features like free peanuts (which matches the business description), milkshakes, and bacon mixins. Despite some unclear phrasing ('Great Lucas'), the content is clearly relevant to the restaurant and describes actual menu items and services.",Five Guys,"Fast-food chain with made-to-order burgers, fries & hot dogs, plus free peanuts while you wait.","['Hamburger restaurant', 'American restaurant', 'Fast food restaurant', 'Hot dog restaurant', 'Hot dog stand', 'Restaurant']"
Hwy 55 Burgers Shakes & Fries,"Great food, very friendly staff.  Jaycee, our server, was efficient, helpful and attentive.  Thanks for a nice meal.",Valid,"The review describes a genuine dining experience at the restaurant, mentioning specific details about the food quality, staff friendliness, and even naming a specific server (Jaycee). The 5-star rating is consistent with the positive experience described.",Hwy 55 Burgers Shakes & Fries,"Retro-themed chain with a 1950s soda-fountain look, dishing out familiar fast-food selections.","['Hamburger restaurant', 'American restaurant', 'Restaurant']"
Tractor Supply Co.,No sprinkler parts .hose connects everything g was gone,Valid,"The review describes a genuine shopping experience at Tractor Supply Co., mentioning the lack of sprinkler parts and hose connectors, which are relevant products that would be expected at a home improvement/hardware store. The 3-star rating is consistent with the negative experience described.",Tractor Supply Co.,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots.","['Home improvement store', 'Garden center', 'Hardware store', 'Pet supply store', 'Propane supplier']"
Black Bear Diner,"Food is good, service is friendly, the room was really cold though.  Try the bread pudding, we got an order to go and it was terrific, enough to feed three people.  You won't walk away hungry.  My husband especially appreciates the assorted table condiments.  We will be back.",Valid,"The review describes a genuine dining experience at Black Bear Diner, mentioning specific details about the food (bread pudding), service quality, restaurant atmosphere (cold room), and table condiments. The content is directly relevant to the American restaurant category and the 5-star rating aligns with the positive experience described.",Black Bear Diner,Down-home chain serving all-day American comfort food & desserts in a woodsy setting.,"['American restaurant', 'Breakfast restaurant', 'Family restaurant', 'Hamburger restaurant']"
